rank,tier,archive_entry,date,type,title,surviving_sources,source_status,full_recording_exists,archive_has_only_fragment,historical_value,loss_risk,recommended_action
280,D2,2020-01-01-live-02,2020-01-01,live,莎木3,acfun.cn/v/ac12228285（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
281,D2,2020-02-12-live-01,2020-02-12,live,符文工坊4模拟经营,acfun.cn/v/ac12855194（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
282,D2,2020-03-05-live-01,2020-03-05,live,聊天,bilibili.com/video/BV1CE411W7Nk（replay/alive/bili-fan-secret-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩秘密录像屋（上传账号已注销）：找录像小屋或 A站 镜像
283,D2,2020-03-08-live-01,2020-03-08,live,吟诵者,bilibili.com/video/BV1QE411M7aw（replay/alive/bili-fan-secret-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩秘密录像屋（上传账号已注销）：找录像小屋或 A站 镜像
284,D2,2020-03-11-live-01,2020-03-11,live,奥日2,acfun.cn/v/ac13667371（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
285,D2,2020-03-16-live-01,2020-03-16,live,仁王2,acfun.cn/v/ac13922064（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
286,D2,2020-04-02-live-01,2020-04-02,live,集合啦！动物森友会&察言观色,acfun.cn/v/ac14432591（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
287,D2,2020-04-12-live-01,2020-04-12,live,逆转裁判3 异议,acfun.cn/v/ac14686496（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
288,D2,2020-06-02-live-02,2020-06-02,live,《硬核机甲》训练营~~（20:01场）,v.douyu.com/show/0zZVvPRJDaqMO4E2（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
289,D2,2020-09-21-live-01,2020-09-21,live,唱歌 / 佩奇九月首亮相,bilibili.com/video/BV1Wk4y1175c（replay/alive/bili-fan-secret-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩秘密录像屋（上传账号已注销）：找录像小屋或 A站 镜像
290,D2,2020-11-25-live-01,2020-11-25,live,恶魔之魂,bilibili.com/video/BV1PK4y1776Q（replay/alive/bili-fan-secret-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩秘密录像屋（上传账号已注销）：找录像小屋或 A站 镜像
291,D2,2021-01-07-live-01,2021-01-07,live,星露谷物语联机版,acfun.cn/v/ac21551022（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
292,D2,2021-02-13-live-02,2021-02-13,live,雀魂麻將,v.douyu.com/show/3rob7jK2z6eMgkZl（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
293,D2,2021-04-19-live-01,2021-04-19,live,佩奇的快乐你想象不到,bilibili.com/video/BV1dh41127zZ（replay/alive/bili-fan-secret-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩秘密录像屋（上传账号已注销）：找录像小屋或 A站 镜像
294,D2,2021-05-05-live-01,2021-05-05,live,【2021-05-05 15点场】女流66：五一派对游戏周假期快乐,v.douyu.com/show/85BAvqRp2qw7G4Lm（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
295,D2,2021-07-15-live-01,2021-07-15,live,【女流直播】 P1 2021.7.15 怪物猎人物语2破灭之翼,v.douyu.com/show/kDe0W2QRKGXMA4Bz（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
296,D2,2021-07-27-live-01,2021-07-27,live,永劫无间,acfun.cn/v/ac30412901（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
297,D2,2021-08-12-live-01,2021-08-12,live,【女流直播】 P1 2021.8.12 六六回家遛遛,v.douyu.com/show/r90XWg2og1wMgk25（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
298,D2,2021-08-14-live-01,2021-08-14,live,【2021-08-14 14点场】女流66：今儿七夕，在《梦幻西游》手游约个会,v.douyu.com/show/Yo4evy8G0yNW8L62（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
299,D2,2021-08-15-live-01,2021-08-15,live,【2021-08-15 15点场】女流66：整点送主机400w福利,v.douyu.com/show/a4Jj7lVxR46WDk01（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
300,D2,2021-08-21-live-01,2021-08-21,live,【2021-08-21 15点场】女流66：周六躺着看直播吧,v.douyu.com/show/ZB5Kv9XB6G2Wa93x（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
301,D2,2021-08-24-live-01,2021-08-24,live,【2021-08-24 15点场】女流66：周二双倍亲密度已开启,v.douyu.com/show/DO84vrBpAq0vedGr（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
302,D2,2021-08-31-live-01,2021-08-31,live,【2021-08-31 19点场】女流66：晚间二台~~~~~~~,v.douyu.com/show/Bjq4MeZdogJW5Ea8（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
303,D2,2021-09-03-live-02,2021-09-03,live,晚间二台~~~~~~,v.douyu.com/show/1LDR7Q8VjzrvJzx8（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
304,D2,2021-09-15-live-01,2021-09-15,live,【2021-09-15 15点场】女流66：哈哈哈哈哈哈哈哈 156277,v.douyu.com/show/0Q8mMYKoLmNv49Ad（replay/alive）；v.douyu.com/show/jwzOvpQDKJE7ZVRm（replay/alive）,来源都在易失平台,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
305,D2,2021-09-21-live-01,2021-09-21,live,【2021-09-21 15点场】女流66：周一全体双倍亲密度,v.douyu.com/show/yVY8WwPm9n8vLOz9（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
306,D2,2021-09-24-live-01,2021-09-24,live,【2021-09-24 14点场】女流66：出差参加活动最近随缘见,v.douyu.com/show/Kg1VWRb1mDPWGbNA（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
307,D2,2021-09-26-live-01,2021-09-26,live,【2021-09-26 14点场】女流66：出差参加活动最近随缘见,v.douyu.com/show/brN0MmmLQn5MpyxA（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
308,D2,2021-09-27-live-01,2021-09-27,live,【2021-09-27 14点场】女流66：出差参加活动最近随缘见,v.douyu.com/show/yVY8WwPLNg8vLOz9（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
309,D2,2021-10-06-live-01,2021-10-06,live,【2021-10-06 15点场】女流66：审判之逝继续探索,v.douyu.com/show/Bjq4MeZed8JW5Ea8（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
310,D2,2021-10-19-live-01,2021-10-19,live,【2021-10-19 14点场】女流66：【女流】仙剑7玩玩看,v.douyu.com/show/jwzOvpQyoQQ7ZVRm（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
311,D2,2021-10-22-live-02,2021-10-22,live,【2021-10-22 15点场】女流66：【女流】正在直播,v.douyu.com/show/XqeO74gqLBXvxywG（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
312,D2,2021-10-23-live-01,2021-10-23,live,【2021-10-23 15点场】女流66：【女流】周六双倍已开启,v.douyu.com/show/0Q8mMYKLk8mv49Ad（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
313,D2,2021-10-28-live-01,2021-10-28,live,【2021-10-28 13点场】女流66：【女流】瓦西子赤木都给我来,v.douyu.com/show/ERALvE9dZ2xv1Vw0（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
314,D2,2021-11-04-live-01,2021-11-04,live,【2021-11-04 17点场】女流66：【女流】potion craft玩玩看,v.douyu.com/show/2Bj8vGxnyQQ7Obnd（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
315,D2,2021-11-19-live-01,2021-11-19,live,【2021-11-19 15点场】女流66：【女流】 156277直播间,v.douyu.com/show/6Aw87O6poqXvYGkg（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
316,D2,2021-11-23-live-01,2021-11-23,live,【2021-11-23 15点场】女流66：【女流】 周二有六,v.douyu.com/show/6Aw87O6mbR0vYGkg（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
317,D2,2021-11-30-live-01,2021-11-30,live,【2021-11-30 15点场】女流66：【女流】156277直播间~,v.douyu.com/show/jNBdvnggB1q7E2yw（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
318,D2,2021-12-04-live-01,2021-12-04,live,【2021-12-04 15点场】女流66：【女流】156277直播间~~,v.douyu.com/show/DO84vrrKEDOvedGr（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
319,D2,2021-12-11-live-01,2021-12-11,live,Propnight,acfun.cn/v/ac32733353（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
320,D2,2021-12-11-live-02,2021-12-11,live,Rubber Bandits,acfun.cn/v/ac32733243（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
321,D2,2021-12-16-live-01,2021-12-16,live,【2021-12-16 15点场】女流66：【女流】周四不休继续Kena,v.douyu.com/show/brN0Mmb5B4kWpyxA（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
322,D2,2021-12-18-live-01,2021-12-18,live,【2021-12-18 17点场】女流66：【女流】156277直播间,v.douyu.com/show/Kp1QM8al41JWk4bj（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
323,D2,2022-01-07-live-01,2022-01-07,live,【2022-01-07 11点场】女流66：【女流】周五中午12点来血源,v.douyu.com/show/DO84vrr13dkvedGr（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
324,D2,2022-02-14-live-01,2022-02-14,live,【2022-02-14 15点场】女流66：怀旧MD经典【龙之弹珠台】,v.douyu.com/show/kDe0W2aegZXMA4Bz（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
325,D2,2022-02-26-live-01,2022-02-26,live,【2022-02-26 10点场】女流66：【女流】艾尔登法环Day2一起来吧,v.douyu.com/show/Kg1VWRxnVpP7GbNA（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
326,D2,2022-03-03-live-01,2022-03-03,live,【2022-03-03 10点场】女流66：【女流】艾尔登法环Day7一起来吧,v.douyu.com/show/8KxjMd9RbwnWVLwb（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
327,D2,2022-03-07-live-01,2022-03-07,live,【2022-03-07 12点场】女流66：【女流】今天下午来，吃个午饭,v.douyu.com/show/X3JzMaVXKq1WPQro（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
328,D2,2022-04-03-live-01,2022-04-03,live,【2022-04-03 17点场】女流66：今日目标，深巨星内部,v.douyu.com/show/0Q8mMYGk3aNv49Ad（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
329,D2,2022-04-16-live-01,2022-04-16,live,【2022-04-16 15点场】女流66：156277直播间,v.douyu.com/show/2V0JMVxbZD4vRY5k（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
330,D2,2022-05-03-live-01,2022-05-03,live,一方灵田,acfun.cn/v/ac34715503（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
331,D2,2022-05-12-live-01,2022-05-12,live,【2022-05-12 15点场】女流66：今天继续呜呜呜,v.douyu.com/show/Yo4evyKDONxM8L62（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
332,D2,2022-05-28-live-01,2022-05-28,live,沙石镇时光,acfun.cn/v/ac35051616（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
333,D2,2022-06-01-live-01,2022-06-01,live,Hellstuck：Rage With Your Friends,acfun.cn/v/ac35103915（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
334,D2,2022-06-16-live-01,2022-06-16,live,【2022-06-16 15点场】女流66：【今日双倍】一年一次的佩奇演出,v.douyu.com/show/X3JzMakExdYvPQro（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
335,D2,2022-06-24-live-01,2022-06-24,live,【2022-06-24 15点场】女流66：【今日双倍】156277直播间,v.douyu.com/show/1LDR7QlQwKrvJzx8（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
336,D2,2022-06-25-live-01,2022-06-25,live,【2022-06-25 15点场】女流66：【今日双倍】156277直播间,v.douyu.com/show/JmbBMklJQO9W40XA（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
337,D2,2022-07-08-live-01,2022-07-08,live,仙剑客栈2,acfun.cn/v/ac35739240（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
338,D2,2022-07-09-live-02,2022-07-09,live,在路上,acfun.cn/v/ac35739277（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
339,D2,2022-08-27-live-01,2022-08-27,live,【2022-08-27 17点场】女流66：【女流】156277直播间,v.douyu.com/show/X3JzMakPGzVvPQro（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
340,D2,2022-09-26-live-02,2022-09-26,live,糖豆人,acfun.cn/v/ac37619943（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
341,D2,2022-09-29-live-02,2022-09-29,live,暗黑破坏神 不朽,acfun.cn/v/ac37662729（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
342,D2,2023-01-02-live-01,2023-01-02,live,一起看《大时代》,bilibili.com/video/BV1EP4y1i7iG（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
343,D2,2023-08-20-live-01,2023-08-20,live,黑神话 悟空,acfun.cn/v/ac42136402（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
344,D2,2023-09-01-live-01,2023-09-01,live,Trine 5,acfun.cn/v/ac42245324（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
345,D2,2023-09-01-live-02,2023-09-01,live,星空,acfun.cn/v/ac42245110（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
346,D2,2023-09-27-live-01,2023-09-27,live,赛博朋克2077,acfun.cn/v/ac42504588（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
347,D2,2023-10-17-live-02,2023-10-17,live,我被美女包围了,acfun.cn/v/ac42692641（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
348,D2,2023-10-27-live-01,2023-10-27,live,绝地求生,acfun.cn/v/ac42781087（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
349,D2,2023-11-17-live-01,2023-11-17,live,节奏医生,acfun.cn/v/ac42983241（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
350,D2,2023-11-20-live-03,2023-11-20,live,溜溜聊聊,acfun.cn/v/ac43016013（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩 A站：找 B站 镜像
351,D2,2026-08-18-live-01,2026-08-18,live,一起see《影之刃零》State of Play,bilibili.com/video/BV18Abk6GE6L（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
352,D2,2026-08-20-live-01,2026-08-20,live,一起看黑神话钟馗新视频,bilibili.com/video/BV1Jf8c62Eyb（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
353,D2,2026-08-23-live-01,2026-08-23,live,诡秘之主 公测,bilibili.com/video/BV1ZL8h6tEWR（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
354,D2,2026-08-24-live-01,2026-08-24,live,how to fish渔力全开,bilibili.com/video/BV13uhK6JE3k（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
355,D2,2026-08-26-live-01,2026-08-26,live,美好的晚间游戏时光,bilibili.com/video/BV1eC8R64EQP（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
356,D2,2026-08-28-live-01,2026-08-28,live,江南新镇守,bilibili.com/video/BV1jhtP61EY3（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
357,D2,2026-08-31-live-01,2026-08-31,live,冒险岛 怀旧服第八天 和炮炮壮壮建新家族联盟 08 31,bilibili.com/video/BV1pGta6aEFh（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
358,D2,2026-09-01-live-01,2026-09-01,live,冒险岛 怀旧服第九天 和炮炮夫妻档 氪金抽时装砸装备 09 01,bilibili.com/video/BV1MKtV69E6z（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
359,D2,2026-09-04-live-02,2026-09-04,live,卡普空新作 鬼武者 剑之道 最高难度 第二天游戏实况 09 04,bilibili.com/video/BV1eftq6vE3G（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
360,D2,2026-09-06-live-01,2026-09-06,live,最高难度鬼武者,bilibili.com/video/BV1tXbc6oExg（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
361,D2,2026-09-07-live-01,2026-09-07,live,最高难度鬼武者,bilibili.com/video/BV1Hpbg6uE4J（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
362,D2,2026-09-08-live-01,2026-09-08,live,一起看塞尔达传说40周年纪念直面会 时之笛来了 继续和壮壮一起玩 轨道双子星,bilibili.com/video/BV1DXYE6sEh6（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
363,D2,2026-09-11-live-01,2026-09-11,live,流放之路2 降临 毕业答辩BD大赛大神赛 时隔多年重考科目二,bilibili.com/video/BV1koY26xEfn（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
364,D2,2026-09-16-live-01,2026-09-16,live,冒险岛 怀旧服第十一天 抽芙莉莲联动宠物,bilibili.com/video/BV1fAeK6PEFT（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
365,D2,2026-09-17-live-01,2026-09-17,live,晚上好,bilibili.com/video/BV19Hey6vEY8（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
366,D2,2026-09-22-live-02,2026-09-22,live,控制 共振 抢先体验 惊险刺激动作冒险角色扮演游戏,bilibili.com/video/BV1cFhH6rEJE（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2020 以后,高,只剩单个非官方搬运：找第二个镜像
367,G,8 条（2015）,2015,live,只挂录像小屋一个来源的直播,B站 女流录像小屋,单源·录像小屋,是（仅单一来源）,否,斗鱼首年（2015）,中,录像小屋仍在更新、账号正常；A站同名搬运号已枚举，这批在 A站 没有对应，维持现状，定期复查失效
368,G,39 条（2016）,2016,live,只挂录像小屋一个来源的直播,B站 女流录像小屋,单源·录像小屋,是（仅单一来源）,否,斗鱼早期（2016～2017）,中,录像小屋仍在更新、账号正常；A站同名搬运号已枚举，这批在 A站 没有对应，维持现状，定期复查失效
369,G,5 条（2017）,2017,live,只挂录像小屋一个来源的直播,B站 女流录像小屋,单源·录像小屋,是（仅单一来源）,否,斗鱼早期（2016～2017）,中,录像小屋仍在更新、账号正常；A站同名搬运号已枚举，这批在 A站 没有对应，维持现状，定期复查失效
370,G,16 条（2018）,2018,live,只挂录像小屋一个来源的直播,B站 女流录像小屋,单源·录像小屋,是（仅单一来源）,否,其他年份,中,录像小屋仍在更新、账号正常；A站同名搬运号已枚举，这批在 A站 没有对应，维持现状，定期复查失效
371,G,41 条（2019）,2019,live,只挂录像小屋一个来源的直播,B站 女流录像小屋,单源·录像小屋,是（仅单一来源）,否,其他年份,中,录像小屋仍在更新、账号正常；A站同名搬运号已枚举，这批在 A站 没有对应，维持现状，定期复查失效
372,G,8 条（2020）,2020,live,只挂录像小屋一个来源的直播,B站 女流录像小屋,单源·录像小屋,是（仅单一来源）,否,其他年份,中,录像小屋仍在更新、账号正常；A站同名搬运号已枚举，这批在 A站 没有对应，维持现状，定期复查失效
373,G,3 条（2021）,2021,live,只挂录像小屋一个来源的直播,B站 女流录像小屋,单源·录像小屋,是（仅单一来源）,否,其他年份,中,录像小屋仍在更新、账号正常；A站同名搬运号已枚举，这批在 A站 没有对应，维持现状，定期复查失效
374,G,14 条（2022）,2022,live,只挂录像小屋一个来源的直播,B站 女流录像小屋,单源·录像小屋,是（仅单一来源）,否,其他年份,中,录像小屋仍在更新、账号正常；A站同名搬运号已枚举，这批在 A站 没有对应，维持现状，定期复查失效
375,G,6 条（2023）,2023,live,只挂录像小屋一个来源的直播,B站 女流录像小屋,单源·录像小屋,是（仅单一来源）,否,其他年份,中,录像小屋仍在更新、账号正常；A站同名搬运号已枚举，这批在 A站 没有对应，维持现状，定期复查失效
376,G,28 条（2024）,2024,live,只挂录像小屋一个来源的直播,B站 女流录像小屋,单源·录像小屋,是（仅单一来源）,否,其他年份,中,录像小屋仍在更新、账号正常；A站同名搬运号已枚举，这批在 A站 没有对应，维持现状，定期复查失效
